"Дата создания","Средняя зарплата","дата без времени ","published_at","salary_from Замена","salary_to Замена","salary_from Заменен","salary_to Заменен","name","id","has_test","response_letter_required","salary_currency","created_at","parsed_at","url","employer_name","description","alternate_url","area_id","area_name","salary_gross","Перевод в рубли salary_to","Перевод в рубли salary_from"
"2021","60000","2021-01-26","2021-01-26 11:32:58+00","0","120000","1","","Бэкенд разработчик (Bitrix + Symfony), удаленно","41934943","","","RUR","2021-01-26 11:32:58+00","2021-01-28 07:14:47.839231+00","https://api.hh.ru/vacancies/41934943?host=hh.ru","IT-People.ru","<p>Наш клиент - диджитал-агентство с проектами в дизайне, видео, рекламе, веб-разработке. Компания не большая, но с богатой историей и крутыми проектами. Среди клиентов крупные компании как Kaspersky, ВТБ, Gett, Microsoft.</p> <p>Команда разработки небольшая: 2 фронтенд разработчика, бэкендер, тестировщик, СТО. Разработка - не основное направление для ребят, но всегда есть проекты и на разработку в том числе. Ребята занимаются сайтами с кастомными админками на symfony, есть проект в связке bitrix+symfony, и планируется дальнейшая разработка подобных проектов.<br />От битрикса ребята не используют фронтенд, вместо этого на symfony делают api для фронтенда, а от битрикса остаётся только управление базой данных и админский интерфейс.</p> <p><strong>От кандидата ждем:</strong></p> <ul> <li>Знание PHP (обязательно), Symfony (как плюс);</li> <li>Богатый опыт работы с 1C-Bitrix (нужен самостоятельный эксперт);</li> <li>Умение работать с bitrixenv, CentOS, MySQL, SQLite, Nginx, Docker, ssh;</li> <li>Умение работать с git, gitlab.</li> </ul> <p> </p> <p><strong>От компании:</strong></p> <ul> <li>Удаленная работа;</li> <li>График гибкий, но нужно быть на связи в рабочее время.</li> </ul> <p> </p>","https://hh.ru/vacancy/41934943","1","Москва","FALSE","120000","0"
"2021","155000","2021-04-14","2021-04-14 04:48:03+00","130000","180000","","","Middle Frontend Developer (разработчик фронтэнда)","43863543","","","RUR","2021-04-14 04:48:03+00","2021-04-15 07:11:26.781164+00","https://api.hh.ru/vacancies/43863543?host=hh.ru","FIT SERVICE","<p><strong>Мы в FIT SERVICE, решаем проблемы автовладельцев и создаем отличные продукты. Наша задача — сделать ремонт, обслуживание и содержание автомобиля удобным, понятным и доступным.</strong></p> <p><strong>Что делать:</strong></p> <p>Писать frontend-приложение для своего продукта чисто, эффективно и креативно. Писать с нуля. Писать поверх чужого кода. Всегда быть в контексте продукта, генерировать решения, плотно взаимодействовать с менеджером и другими участниками команды. Понимать и проповедовать инженерию программного обеспечения.</p> <p><strong>Что ждем от тебя:</strong></p> <ul> <li>Работа в стеке HTML5, CSS3, Gulp, Webpack, JavaScript ES5/ES6.</li> <li>Взаимодействие с дизайнерами в Figma / Sketch.</li> <li>Знание React/Redux.</li> <li>Понимание + использование Promises, async/await.</li> <li>Разработка тестов и покрытие кода тестами.</li> <li>Работа с Яндекс.Метрикой, Google Analytics, event tracking и т. п.</li> <li>Понимание принципов работы клиент-серверных приложений.</li> <li>Знание общепринятых паттернов программирования.</li> <li>Знание английского на уровне чтения тех. документации.</li> <li>Знание общих шаблонов программирования.</li> </ul> <p><strong>Плюсом будет:</strong></p> <ul> <li>Опыт работы в команде.</li> <li>Оптимизация веб-страниц для быстрой загрузки в WebView.</li> <li>Знакомство c React Native, Vue/Vuex, Node.js, методология БЭМ, Git, CI/CD.</li> </ul> <p><strong>Крайне желательно:</strong></p> <p>Ссылка на проекты над которыми вы работали с описанием вашей роли в проекте и достижений в процессе работы.</p> <p>Ссылка на профиль в GitHub, GitLab, Bitbucket. ­­© Хватит болтовни, покажите мне код.</p> <p><strong>Условия:</strong></p> <ul> <li>Стабильная заработная плата.</li> <li>Прокачка скиллов по запросу или по необходимости (курсы, книжки, семинары, ну вот это вот все).</li> <li>Уютный офис в Новосибирске с кухней, IQOS-зоной, кофе и плюшками.</li> <li>Собственный обучающий центр предметной области бизнеса.</li> <li>Скидки и бесплатные услуги обслуживания и ремонта твоего автомобиля.</li> </ul> <p>Фултайм в офисе — <strong>130 - 180 тыс. руб</strong>.</p> <p>Удаленно — по договоренности.<br /><br /><strong>Жми откликнуться! Почти все команды собраны!</strong></p>","https://hh.ru/vacancy/43863543","4","Новосибирск","FALSE","180000","130000"
"2021","50000","2021-04-18","2021-04-18 19:22:36+00","35000","65000","","","Младший фронтенд-разработчик / Junior frontend-developer (vue+nuxt)","43255149","","","RUR","2021-04-18 19:22:36+00","2021-04-21 19:06:24.593148+00","https://api.hh.ru/vacancies/43255149?host=hh.ru","Oxem Studio","<p><strong>Кто мы, чем занимаемся и кого ищем.</strong></p> <p>Привет, в Oxem Studio мы собрали digital-команду талантливых молодых специалистов, которые действительно любят то, чем занимаются. Вместе мы создаём и развиваем клиентские проекты и собственные продукты. Сейчас у нас большие планы, как по масштабированию текущих направлений, так и по запуску новых, поэтому мы ищем талантливого начинающего фронтенд-разработчика, который дополнит нашу команду. Будем рады видеть внимательного, ответственного человека, неравнодушного к современным технологиям и способного быстро обучаться. Человека, который “горит” разработкой и технологиями настолько, что пишет код, читает профильные статьи и книги, создаёт pet-проекты, потому что ему это очень нравится, а не по принуждению. Если ты узнаешь себя в этом описании, но не имеешь коммерческого опыта и опыта работы в команде, и при этом у тебя есть желание стать продвинутым разработчиком, напиши нам. Со своей стороны мы гарантируем поддержку, всестороннее обучение и наставничество, минимум бюрократии и формальностей. А от тебя мы ждем максимальной вовлеченности и отдачи!</p> <p><strong>Мы ожидаем, что ты:</strong></p> <ul> <li>Имеешь уверенные знания JavaScript и современных стандартов ECMAScript.</li> <li>Понимаешь на что нужно обращать внимание при разработке.</li> <li>Имеешь хорошие знания HTML5, CSS3.</li> <li>Изучал React или Vue.</li> <li>Стремишься и умеешь быстро самостоятельно разбираться в сложных вопросах, а также задавать правильные вопросы.</li> <li>Аккуратен и педантичен в своих работах.</li> <li>Стремишься к саморазвитию, новым знаниям, повышению квалификации, в курсе актуальных технологий индустрии.</li> </ul> <p>Мы сработаемся, если ты самостоятелен, исполнителен и ответственен.</p> <p><strong>Чем предстоит заниматься?</strong></p> <ul> <li>Участвовать в проектировании и разработке фронтенд части приложений: разрабатывать новые и развивать существующие сервисы c использованием фреймворка vue.js и обертки nuxt.</li> <li>Декомпозировать задачи, оценивать и планировать.</li> <li>Взаимодействовать с дизайнерами и бэкендерами.</li> <li>Писать чистый поддерживаемый код.</li> <li>Заниматься интеграцией с backend’ом используя REST и WS.</li> <li>Регулярно использовать и пополнять корпоративную базу знаний заметками, которые позволят ещё более упорядочить процессы и избежать изобретения велосипедов.</li> </ul> <p><strong>Будет плюсом</strong></p> <ul> <li>Хорошее знание ОС Linux и опыт работы с ним.</li> <li>Опыт создания проектов на NuxtJS. <ul> <li>Использование компонентного подхода</li> <li>Использование плагинов</li> <li>Понимание работы SSR</li> <li>Работа с хранилищем Vuex</li> <li>Работа с Nested Routes</li> </ul> </li> <li>Опыт работы с Typescript.</li> <li>Опыт взаимодействия с внешними API, получение/обработка данных в реальном времени через сокеты.</li> <li>Умение работать и настраивать Webpack.</li> <li>Умение находить и использовать готовые библиотеки для решения задач.</li> <li>Командная работка в Git/GitLab/Bitbucket.</li> </ul> <p><strong>Дополнительные требования</strong></p> <ul> <li>Самоорганизация, самостоятельность в работе и принятии решений, творческий подход к решению нестандартных задач, внимание к деталям интерес к изучению новых инструментов и подходов.</li> <li>Английский на уровне чтения документации и составления поисковых запросов для самостоятельного решения нетривиальных задач.</li> </ul> <p><strong>Технологии, используемые в проектах:</strong></p> <ul> <li>Backend (API): PHP (Laravel/Lumen), Mysql, Nginx, Composer, Docker/Docker Compose, RabbitMQ.</li> <li>Frontend: JavaScript, Vue.JS + Nuxt, NPM/Yarn, Webpack.</li> <li>Общие: Git, Deployer, GitLab CI, внедряем ELK-стек.</li> </ul> <p><strong>Ты можешь рассчитывать на:</strong></p> <ul> <li>Работу над разнообразными проектами в технически сильной команде, наставничество и помощь коллег.</li> <li>Регулярный code review и обратную связь от руководителя.</li> <li>Гибкий график начала и окончания рабочего, возможность работать удаленно.</li> <li>Доступ ко внутренней базе знаний.</li> <li>Все условия для быстрого профессионального роста.</li> </ul> <p><strong>Условия</strong></p> <ul> <li>Официальное трудоустройство по ТК РФ, оплачиваемые отпуска и больничные.</li> <li>Регулярное увеличение ЗП по мере повышения уровня самостоятельности и качества кода. Возможность карьерного роста. Ревью каждые 6 месяцев.</li> <li>Возмещаем 50% затрат на профильное обучение и конференции.</li> <li>Комфортный светлый офис в 7 минутах ходьбы от м. Парк Победы, БЦ Барклай Плаза (рядом ст. м. Фили, м. Багратионовская, ст. МЦД Фили).</li> <li>Возможность работать удалённо.</li> <li>Молодой коллектив – средний возраст 24 года.</li> <li>Отсутствие бюрократии и формализма.</li> <li>Адекватное руководство, возможность влиять на процессы в компании.</li> </ul> <p><strong>Как выглядит процесс отбора:</strong></p> <ul> <li>После отклика мы изучаем твой бэкграунд и если видим, что нам по пути, то предлагаем выполнить тестовое задание, его <strong>обязательно</strong> проверим и дадим подробную обратную связь.</li> <li>При успешном выполнении тестового следует собеседование по видео-связи.</li> </ul> <p><strong>Почему сначала тестовое:</strong> для нас имеют значения только реальные навыки кандидата, поэтому мы не проводим собеседований в несколько этапов и не проводим прочих бюрократических процедур, которые могут отсеять талантливых кандидатов. Тестовое позволяет сразу понять, как вы пишете код, и это для нас главное. Его проверит наш тим-лид и даст подробный разбор. А собеседование проведет непосредственный руководитель.</p>","https://hh.ru/vacancy/43255149","1","Москва","FALSE","65000","35000"
"2021","260000","2021-04-03","2021-04-03 11:19:31+00","220000","300000","","","Ведущий Javascript (фронт-энд) разработчик","42867304","","","RUR","2021-04-03 11:19:31+00","2021-04-05 07:04:38.220044+00","https://api.hh.ru/vacancies/42867304?host=hh.ru","Прогрэдис","<p>Приглашаем в команду для работы над сложными и интересными продуктами Ведущего Фронтэнд разработчика (Senior Front-end developer).</p> <p>Мы с радостью ждём Вас, если Вы:</p> <ul> <li>Имеете хороший опыт разработки сложных SPA;</li> <li>Знаете, как организовать клиентскую часть, выбрать оптимальные технологии для поставленной задачи;</li> <li>Успешно использовали в своих проектах различные инструменты, библиотеки и фреймворки.</li> </ul> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Развивать существующие веб-приложения, автоматизирующие сложные задачи для крупных корпоративных заказчиков;</li> <li>Активно участвовать в проектировании и разработке клиентской архитектуры приложений</li> <li>Реализовывать новые функции приложений и решать вопросы с улучшением и оптимизацией работы клиентской части приложений, существующего кода</li> <li>Выявлять возможности по улучшению используемых компонентов, процессов и инструментов и внедрять их в практику</li> </ul> <p><strong>Наши технологии и инструменты:</strong></p> <ul> <li>На фронтэнде: JS/TS, SCSS, Jest, Storybook, React/Redux, Saga; в старой версии приложения используются Backbone/Marionette.</li> <li>На бэкэнде: Java/Scala, MySQL и PostgeSQL.</li> <li>В работе мы используем: Git, Slack, Redmine, Jenkins.</li> </ul> <p><strong>Что мы от вас ожидаем:</strong></p> <ul> <li>Практический опыт в создании крупных корпоративных веб-приложений</li> <li>Сильные навыки работы с современной средой web-разработки: IDE, Browser DevTools, системы сборки и контроля качества кода</li> <li>Широкий технический кругозор</li> <li>Умение описывать и воспринимать технические задачи и особенности реализации как письменно, так и устно</li> <li>Способность самостоятельно выбирать эффективный способ решения задачи и помогать с этим другим</li> <li>Аккуратность и продуманность в реализации задачи, внимание к деталям</li> <li>Развитые практические навыки в написании собственных и применении сторонних компонентов, используемых при создании веб-приложений</li> </ul> <p><strong>Требования</strong>:</p> <ul> <li>Отличное владение JavaScript, ООП (OOP, OOD)</li> <li>Опыт разработки SPA приложений от 3х лет</li> <li>Опыт построения модульных приложений</li> <li>Понимание архитектуры REST, знание HTTP-протокола</li> <li>Умение работать с GIT, Gulp, WebPack, NodeJs</li> <li>Дисциплинированность, ответственность, умение работать в команде</li> </ul> <p><strong>Приветствуется</strong>:</p> <ul> <li>Знание SQL (MySQL/PostgreSQL)</li> <li>Знание Linux на уровне продвинутого пользователя</li> <li>Примеры кода на github</li> </ul> <p><strong>Дополнительно:</strong></p> <ul> <li>Конкурентная заработная плата (по результатам собеседования)</li> <li>Оформление по ТК с первого дня. Полная занятость</li> <li>Испытательный срок – 3 месяца</li> <li>Гибкий график работы (по согласованию с руководством)</li> <li>Интересные задачи</li> <li>Возможность вместе с нами развивать сложный и интересный продукт</li> <li>Удобный офис в центре (рядом с метро Октябрьская)</li> </ul>","https://hh.ru/vacancy/42867304","1","Москва","FALSE","300000","220000"
"2021","185000","2021-07-06","2021-07-06 12:02:17+00","150000","220000","","","Бэкенд-разработчик/Python/Middle Python/ Python Developer (Remote)","46017566","","","RUR","2021-07-06 12:02:17+00","2021-07-08 19:08:10.673808+00","https://api.hh.ru/vacancies/46017566?host=hh.ru","ЮТэйр, Авиакомпания","<p><strong>Utair - российская авиакомпания. </strong></p> <p><strong>Мы летаем по 150 направлениям и перевозим ежегодно около 8 млн человек, более 60 из которых доступны только нашим пассажирам. </strong></p> <p>Мы занимаемся разработкой собственных коммерческих сервисов и создаем высоконагруженные проекты, которыми пользуются наши клиенты. Придерживаемся методик CI/CD и меряем наши успехи.</p> <p><strong>Обязанности: </strong></p> <ul> <li> <p>Работать над улучшением коммерческих сервисов авиакомпании;</p> </li> </ul> <ul> <li> <p>Разрабатывать и проектировать отказоустойчивое и высокопроизводительное программное обеспечение, которое легко поддерживать, сопровождать;</p> </li> <li> <p>Оценивать тех. долг и планировать рефакторинг;</p> </li> <li> <p>Участвовать в планировании спринтов. Повышать качественные метрики команды;</p> </li> <li> <p>Наши глобальные цели — 99% uptime, и быстрая поставка в бой сервисов с минимальными затратами на разработку (сокращение time to market).</p> </li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li> <p>не менее 2 -х лет разработки на python;</p> </li> <li> <p>навыки работы с системами мониторинга;</p> </li> <li> <p>желателен опыт проектирования HA/HL систем;</p> </li> <li> <p>понимание основных принципов разработки ПО, automation systems, unit tests</p> </li> </ul> <p><u>хорошее знание: </u></p> <ul> <li> <p>python3</p> </li> <li> <p>asyncio</p> </li> <li> <p>shell</p> </li> <li> <p>git</p> </li> </ul> <ul> <li> <p>flask</p> </li> <li> <p>FastApi</p> </li> <li> <p>celery</p> </li> <li> <p>mongodb</p> </li> <li> <p>kafka</p> </li> </ul> <ul> <li> <p>redis</p> </li> <li> <p>design patterns</p> </li> </ul> <p> </p> <p><strong>Условия: </strong></p> <ul> <li> <p>место работы - удаленно, или в офисе: Москва, Краснодар, Тюмень, Сургут;</p> </li> </ul> <ul> <li> <p>график работы - пятидневная рабочая неделя (на связи с 10 до 17.00 МСК, 8 часов в день);</p> </li> <li> <p>заработная плата - договорная, выплачивается 2 раза в месяц;</p> </li> <li> <p>льготы для сотрудников и членов семьи на авиаперелеты;</p> </li> <li> <p>возможны непродолжительные командировки (не более недели);</p> </li> <li> <p>оплачиваемые больничные и отпуска;</p> </li> <li> <p>возможность участия в реферальной программе по поиску данного специалиста (за выход на работу Бэкенд - разработчика (Python) в отдел проектирования и разработки вознаграждение 140 000 рублей).</p> </li> </ul> <p>Для участия в реферальной программе необходимо написать в адрес ПАО «Авиакомпания «ЮТэйр» на электронную почту, указанную в контактной информации, и мы свяжемся с вами.</p> <p> </p> <p> </p>","https://hh.ru/vacancy/46017566","89","Тверь","FALSE","220000","150000"
"2021","185000","2021-07-06","2021-07-06 12:01:42+00","150000","220000","","","Бэкенд-разработчик (Python)/Middle Python/ Python Developer (Remote)","43925214","","","RUR","2021-07-06 12:01:42+00","2021-07-07 07:09:49.594481+00","https://api.hh.ru/vacancies/43925214?host=hh.ru","ЮТэйр, Авиакомпания","<p><strong>Utair - российская авиакомпания. </strong></p> <p><strong>Мы летаем по 150 направлениям и перевозим ежегодно около 8 млн человек, более 60 из которых доступны только нашим пассажирам. </strong></p> <p>Мы занимаемся разработкой собственных коммерческих сервисов и создаем высоконагруженные проекты, которыми пользуются наши клиенты. Придерживаемся методик CI/CD и меряем наши успехи.</p> <p><strong>Обязанности: </strong></p> <ul> <li> <p>Работать над улучшением коммерческих сервисов авиакомпании;</p> </li> </ul> <ul> <li> <p>Разрабатывать и проектировать отказоустойчивое и высокопроизводительное программное обеспечение, которое легко поддерживать, сопровождать;</p> </li> <li> <p>Оценивать тех. долг и планировать рефакторинг;</p> </li> <li> <p>Участвовать в планировании спринтов. Повышать качественные метрики команды;</p> </li> <li> <p>Наши глобальные цели — 99% uptime, и быстрая поставка в бой сервисов с минимальными затратами на разработку (сокращение time to market).</p> </li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li> <p>не менее 2 -х лет разработки на python;</p> </li> <li> <p>навыки работы с системами мониторинга;</p> </li> <li> <p>желателен опыт проектирования HA/HL систем;</p> </li> <li> <p>понимание основных принципов разработки ПО, automation systems, unit tests</p> </li> </ul> <p><u>хорошее знание: </u></p> <ul> <li> <p>python3</p> </li> <li> <p>asyncio</p> </li> <li> <p>shell</p> </li> <li> <p>git</p> </li> </ul> <ul> <li> <p>flask</p> </li> <li> <p>FastApi</p> </li> <li> <p>celery</p> </li> <li> <p>mongodb</p> </li> <li> <p>kafka</p> </li> </ul> <ul> <li> <p>redis</p> </li> <li> <p>design patterns</p> </li> </ul> <p> </p> <p><strong>Условия: </strong></p> <ul> <li> <p>место работы - удаленно, или в офисе: Москва, Краснодар, Тюмень, Сургут;</p> </li> </ul> <ul> <li> <p>график работы - пятидневная рабочая неделя (на связи с 10 до 17.00 МСК, 8 часов в день);</p> </li> <li> <p>заработная плата - договорная, выплачивается 2 раза в месяц;</p> </li> <li> <p>льготы для сотрудников и членов семьи на авиаперелеты;</p> </li> <li> <p>возможны непродолжительные командировки (не более недели);</p> </li> <li> <p>оплачиваемые больничные и отпуска;</p> </li> <li> <p>возможность участия в реферальной программе по поиску данного специалиста (за выход на работу Бэкенд - разработчика (Python) в отдел проектирования и разработки вознаграждение 140 000 рублей).</p> </li> </ul> <p>Для участия в реферальной программе необходимо написать в адрес ПАО «Авиакомпания «ЮТэйр» на электронную почту, указанную в контактной информации, и мы свяжемся с вами.</p> <p> </p> <p> </p>","https://hh.ru/vacancy/43925214","53","Краснодар","FALSE","220000","150000"
"2021","115000","2021-03-09","2021-03-09 16:05:28+00","105000","125000","","","Бэкенд-разработчик на Yii2","42632625","","","RUR","2021-03-09 16:05:28+00","2021-03-11 07:11:17.330227+00","https://api.hh.ru/vacancies/42632625?host=hh.ru","Плотников Виталий Геннадьевич","<p>В команду разработки интересного и перспективного проекта требуется толковый разработчик на Yii2. Работа удаленно, но в слаженной и дружной команде.</p> <p>Мы используем передовые методы и сервисы по управлению проектами.</p> <p>Уровень претендентов - миддл и выше.</p> <p><strong>Обязанности:</strong></p> <ul> <li>разработка новых модулей и компонентов для веб-сервиса;</li> <li>обеспечение корректной работы всех функций веб-сервиса и его вычислительной логики;</li> <li>организация и работа с базами данных посредством СУБД;</li> <li>разработка базовой логики и алгоритмов работы приложения;</li> <li>API;</li> <li>необходимые интеграции с внешними сервисами;</li> <li>тестирование и отладка приложения и отдельных компонентов.</li> </ul> <strong>Требования:</strong> <ul> <li>писать код на Yii2 по большей части;</li> <li>умение общаться в команде;</li> <li>умение формулировать мысли;</li> <li>доступность с 9 до 18 мск (плюс-минус обсуждаемо);</li> <li>нацеленность на решение задач.</li> </ul> <strong>Условия:</strong> <ul> <li>удаленная работа;</li> <li>полный рабочий день;</li> <li>оплата - еженедельно.</li> </ul> <p>Будем просить выполнить тестовое задание.</p>","https://hh.ru/vacancy/42632625","1","Москва","TRUE","125000","105000"
"2021","127500","2021-08-23","2021-08-23 14:32:30+00","80000","175000","","","Фронтенд разработчик / Frontend developer (VUE / JS)","47304300","","","RUR","2021-08-23 14:32:30+00","2021-08-26 11:01:16.24609+00","https://api.hh.ru/vacancies/47304300?host=hh.ru","Мультиагентные системы","<strong>Обязанности:</strong> <ul> <li>Сборка децентрализованных приложений на Vue</li> <li>Познакомитесь с web3.js / polkadot{.js} / ipfs</li> <li>Работа с Web дизайнером, иллюстратором и DevOps в команде напрямую.</li> </ul> <strong>Требования:</strong> <ul> <li>Хороший опыт работы с JavaScript / Vue</li> <li>История коммитов на GitHub</li> <li>Работа с Issue, как на русском, так и на английском.</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в центре СПб. 5 минут от станции &quot;Адмиралтейская&quot;. Коворкинг Практик на Гороховой, отдельный офис на 7 сотрудников + вся инфраструктура коворкинга - столовая, кофе, печеньки, спортзал, темная комната для отдыха.</li> <li>Свободный график, главное придерживаться не менее 32 часов работы в неделю, а лучше и 40. Бывать часто в офисе, общаться с командой.</li> </ul>","https://hh.ru/vacancy/47304300","2","Санкт-Петербург","TRUE","175000","80000"
"2021","65000","2021-06-02","2021-06-02 08:26:43+00","40000","90000","","","Разработчик Python (Flask/Django) со знанием фронта (Vue)","44217193","","","RUR","2021-06-02 08:26:43+00","2021-06-03 07:08:44.777459+00","https://api.hh.ru/vacancies/44217193?host=hh.ru","Группа компаний «SWEB GROUP»","<p><strong>Приглашаем в нашу команду программиста на Python (для удаленной работы)</strong></p> <p>Мы группа компаний по охране труда SWEB GROUP – лидеры в своей отрасли.</p> <p>10 лет мы помогаем нашим клиентам соблюдать законодательство в области охраны труда, а труд их работников делаем безопасным.</p> <p><strong>О проекте:</strong></p> <p>Вакансия открыта для направления дистанционного обучения &quot;Profstandart&quot; - наша собственная платформа для дистанционного обучения на предприятиях. В данный момент у нас более 200 различных обучающих курсов и сотни клиентов по всей стране. Цель проекта - сделать автоматизированную систему обучения для клиентов (крупных предприятий), а также автоматизировать внутренние процессы нашей компании.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка сложного web-сервиса и системы автоматизации в крупной компании, в качестве back-end разработчика.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Хорошие навыки программирования на Python;</li> <li>Опыт работы с Flask / другими RESTful фреймворками;</li> <li>Опыт работы с базами данных (MySQL, PgSQL и т.д.);</li> <li>Знание сетевых протоколов;</li> <li>Опыт работы в коммерческих проектах и наличие портфолио будет Вашим преимуществом.</li> </ul> <p><strong>Предлагаем:</strong></p> <ul> <li>Конкурентоспособную заработную плату</li> <li>Гибкий график работы;</li> <li>Возможность работать удаленно.</li> </ul> <ul> </ul>","https://hh.ru/vacancy/44217193","2","Санкт-Петербург","FALSE","90000","40000"
"2021","75000","2021-04-26","2021-04-26 08:48:31+00","0","150000","1","","Frontend / Фронтенд разработчик","44182968","","","RUR","2021-04-26 08:48:31+00","2021-04-26 19:05:00.788088+00","https://api.hh.ru/vacancies/44182968?host=hh.ru","Королев Максим Геннадьевич ","<p><strong>Описание</strong></p> <p>Мы разрабатываем конструктор сайтов, нацеленный на владельцев мобильных устройств. Мы ищем разработчика, способного работать в команде и активно участвовать в проекте. Нам необходим разработчик для реализации нового и развития существующего функционала приложения.</p> <p><strong>Наш стек технологий</strong></p> <p>Nuxt.js(Vue.js), TypeScript, Pug, Stylus.</p> <p><strong>Обязанности</strong></p> <ul> <li>Компонентная разработка интерфейса сервиса по макетам</li> <li>Написание читаемого и структурированного кода</li> <li>Написание тесто</li> </ul> <p><strong>Требования</strong></p> <ul> <li>Отличное знание JavaScript (ES6)</li> <li>Опыт работы с Vue.js / Nuxt.js от 3 лет</li> <li>Знание TypeScript / желание изучить</li> <li>Опыт работы с CSS анимацией</li> <li>Опыт работы с SVG</li> <li>Понимание и умение применять паттерны программирования</li> <li>Адаптивная верстка под современные браузеры</li> <li>Умение работать с git</li> <li>Владение английским языком на уровне чтения технической документации</li> </ul> <p><strong>Плюсом будет</strong></p> <ul> <li>Опыт работы с Angular</li> <li>Опыт работы в команде над крупным проектом</li> </ul> <p><strong>Работа с нами</strong></p> <ul> <li>Гибкий график работы из дома</li> <li>Стабильная заработная плата каждую неделю</li> <li>У нас отсутствует бюрократия и мы поощряем инициативу и классные идеи, которые помогают делать нас лучше и эффективнее</li> </ul> <p><strong>Тестовое задание</strong></p> <p>Мы предоставляем небольшое описание поведения Пользователя, на основании которого требуется разработать конструктор страницы.</p> <p>Разработчик сам выбирает инструменты, с помощью которых выполняет задание. Полная свобода действий. Нам важно ваше умение продумывать все до мелочей и применять уникальные интересные решения, которые будут удобны для Пользователя.</p> <p><strong>Нужна только мобильная веб версия. </strong></p> <ul> <li>Сделать можно только ту часть задания, которая, продемонстрирует навыки.</li> <li> <p>Важно</p> </li> <li>Реализовывать на фреймворке Nuxt.js</li> <li> <p>Большим плюсом будет</p> </li> <li>Сделать тесты компонентов</li> <li>Показать владение препроцессорами (Pug, Stylus, Sass и т.д.)</li> <li>Показать владение TypeScript</li> </ul> <p><strong>Дополнительно</strong></p> <ul> <li>Реализация drag and drop</li> <li>Показать владение CSS анимациями</li> <li>Показать владение REST API</li> </ul> <p>Также мы просим заполнить анкету опыту работы: </p> <p>https://docs.google.com/forms/d/e/1FAIpQLScupSs_leaIOkD2D-5dsuvkc3uoZOZ9SVxYVfmxLPBZxRCFLg/viewform?usp=send_form</p>","https://hh.ru/vacancy/44182968","1","Москва","FALSE","150000","0"
"2021","115000","2021-06-25","2021-06-25 15:28:13+00","100000","130000","","","Frontend developer (фронтенд разработчик)","45385320","","","RUR","2021-06-25 15:28:13+00","2021-06-27 19:00:05.166753+00","https://api.hh.ru/vacancies/45385320?host=hh.ru","Софтлекс","<p>Наша компания сфокусирована на разработке энтерпрайз решений, крупных банкингов, веб-сервисов, мобильных приложений и чат-ботов.</p> <p>Мы ищем человека, который станет частью нашей команды и будет участвовать в фронтенд разработке наших сервисов и приложений. Работать предстоит как над уникальными клиентскими сервисами в начальной и активной стадии разработки, так и над проектами по поддержке ИТ продуктов.</p> <p><strong>Что предстоит делать:</strong></p> <ul> <li>заниматься разработкой на языке JavaScript, с использованием фреймворка React.JS;</li> <li>участвовать в планировании, демо и ретроспективе в рамках процесса, построенного по методологии scrum;</li> <li>фиксировать результаты своей деятельности в Jira;</li> <li>вести техническую документацию в Confluence;</li> <li>коммитить согласно git-flow в git;</li> <li>при необходимости покрывать код тестами;</li> <li>принимать участие в код и кросс ревью;</li> <li>участвовать в разработке архитектуры проектов.</li> </ul> <p><strong>Что хотим от вас:</strong></p> <ul> <li>глубокие знания JavaScript (понимание багов, фич языка);</li> <li>знания современного стандарта языка;</li> <li>опыт использования фреймворка React (Redux, React-Router, i18n);</li> <li>опыт работы с React Native будет преимуществом;</li> <li>понимание принципа REST-API;</li> <li>понимание взаимодействия браузера с клиентом (HTTP, WS);</li> <li>понимание и знание препроцессоров (Sass/SCSS);</li> <li>умение настройки и использования Webpack/Gulp;</li> <li>умение пользоваться npm/yarn;</li> <li>опыт работы с чужим кодом;</li> <li>опыт работы с Git окружением;</li> <li>стремление писать хороший, качественный код;</li> <li>понимание и соблюдение безопасности приложений будет преимуществом;</li> <li>навык рефакторинга чужого кода;</li> <li>умение оценивать сроки реализации задач;</li> <li>достойный уровень самоорганизации и дисциплины.</li> </ul> <p><strong>Что взамен:</strong></p> <ul> <li>коллектив, всегда готовый помочь и поддержать;</li> <li>конкурентная зарплата, которая пересматривается в зависимости от роста навыков;</li> <li>карьерный и профессиональный рост;</li> <li>работа над интересными и уникальными продуктовыми проектами;</li> <li>комфортный офис в пяти минутах от моря.</li> </ul> <p>Также, мы рассматриваем специалистов с опытом работы на Laravel и React Native.</p>","https://hh.ru/vacancy/45385320","2","Санкт-Петербург","TRUE","130000","100000"
