"Дата создания","Средняя зарплата","дата без времени ","published_at","salary_from Замена","salary_to Замена","salary_from Заменен","salary_to Заменен","name","id","has_test","response_letter_required","salary_currency","created_at","parsed_at","url","employer_name","description","alternate_url","area_id","area_name","salary_gross","Перевод в рубли salary_to","Перевод в рубли salary_from"
"2021","162920","2021-09-08","2021-09-08 13:33:07+00","1500","2500","","","Бэкенд разработчик (Python / Django)","47771734","","","USD","2021-09-08 13:33:07+00","2021-09-11 11:13:07.071735+00","https://api.hh.ru/vacancies/47771734?host=hh.ru","KeepPet","<p>KeepPet – это технологический стартап, который предлагает инновации в индустрии, связанной с домашними животными. Наша штаб-квартира находится в Лос-Анджелесе, но сотрудники работают из разных уголков мира: США, Европы и стран СНГ. Мы предлагаем удаленную работу с гибким графиком в небольшой дружной команде молодых энтузиастов.</p> <p>Мы активно развиваем наши проекты, и в данный момент мы ищем бэкенд-разработчика, который будет развивать и поддерживать наши продукты, а также придумывать и реализовывать новые.</p> <p>Мы ищем специалиста, который будет готов с одной стороны самостоятельно закрывать вопросы связанные с работой бэкенда мобильных и веб-приложений, а с другой обсуждать идеи команды, предлагать свои решения и грамотно аргументировать свою точку зрения.</p> <p>Также мы ценим инициативных людей, которые не только являются экспертами в своей области, но и активно интересуются нашими проектами в целом и могут при необходимости принять участие в обсуждении вопросов, выходящих за рамки их зоны ответственности.</p> <p>Кандидат на эту вакансию должен обладать следующими качествами и навыками:</p> <ul> <li>Понимание принципов клиент-серверного взаимодействия</li> <li>Знание основных протоколов для работы с мобильными и веб-приложениями</li> <li>Опыт работы с бэкендом мобильных приложений</li> <li>Навыки проектирования сервисов</li> <li>Умение обсуждать в команде и предлагать свои решения задач</li> <li>Умение самостоятельно декомпозировать и оценивать задачи</li> <li>Умение и стремление получать новые знания и осваивать новые навыки</li> </ul> <p>Кроме того, наш текущий стек технологий предполагает, что кандидат должен обладать следующими техническими знаниями и необходимым опытом работы:</p> <ul> <li>Уверенное знание Python3, опыт разработки на Python более трёх лет</li> <li>Уверенное знание разных версий Django и опыт работы с ними <ul> <li>Знание DjangoMaterial, DjangoRestFramework и Django-channels</li> </ul> </li> <li>Опыт работы с серверами <ul> <li>Знание Nginx</li> </ul> </li> <li>Опыт работы с базами данных <ul> <li>Знание PostgreSQL</li> <li>Плюсом будет опыт работы с Amazon RDS для PostgreSQL</li> </ul> </li> <li>Опыт работы с SDK/API (в первую очередь от Facebook и Google)</li> <li>Знание или желание разбираться с работой различных SDK/API <ul> <li>Плюсом будет опыт или знание в InAppPy, Twilio, GeoPy</li> <li>Большим плюсом будет опыт работы со Stripe</li> </ul> </li> </ul> <p>Условия работы:</p> <ul> <li>полностью удаленная работа</li> <li>гибкий график</li> </ul>","https://hh.ru/vacancy/47771734","115","Киев","TRUE","203650","122190"
"2021","162920","2021-09-08","2021-09-08 13:33:07+00","1500","2500","","","Бэкенд разработчик (Python/Django)","47771732","","","USD","2021-09-08 13:33:07+00","2021-09-09 11:13:23.440115+00","https://api.hh.ru/vacancies/47771732?host=hh.ru","KeepPet","<p>KeepPet – это технологический стартап, который предлагает инновации в индустрии, связанной с домашними животными. Наша штаб-квартира находится в Лос-Анджелесе, но сотрудники работают из разных уголков мира: США, Европы и стран СНГ. Мы предлагаем удаленную работу с гибким графиком в небольшой дружной команде молодых энтузиастов.</p> <p>Мы активно развиваем наши проекты, и в данный момент мы ищем бэкенд-разработчика, который будет развивать и поддерживать наши продукты, а также придумывать и реализовывать новые.</p> <p>Мы ищем специалиста, который будет готов с одной стороны самостоятельно закрывать вопросы связанные с работой бэкенда мобильных и веб-приложений, а с другой обсуждать идеи команды, предлагать свои решения и грамотно аргументировать свою точку зрения.</p> <p>Также мы ценим инициативных людей, которые не только являются экспертами в своей области, но и активно интересуются нашими проектами в целом и могут при необходимости принять участие в обсуждении вопросов, выходящих за рамки их зоны ответственности.</p> <p>Кандидат на эту вакансию должен обладать следующими качествами и навыками:</p> <ul> <li>Понимание принципов клиент-серверного взаимодействия</li> <li>Знание основных протоколов для работы с мобильными и веб-приложениями</li> <li>Опыт работы с бэкендом мобильных приложений</li> <li>Навыки проектирования сервисов</li> <li>Умение обсуждать в команде и предлагать свои решения задач</li> <li>Умение самостоятельно декомпозировать и оценивать задачи</li> <li>Умение и стремление получать новые знания и осваивать новые навыки</li> </ul> <p>Кроме того, наш текущий стек технологий предполагает, что кандидат должен обладать следующими техническими знаниями и необходимым опытом работы:</p> <ul> <li>Уверенное знание Python3, опыт разработки на Python более трёх лет</li> <li>Уверенное знание разных версий Django и опыт работы с ними <ul> <li>Знание DjangoMaterial, DjangoRestFramework и Django-channels</li> </ul> </li> <li>Опыт работы с серверами <ul> <li>Знание Nginx</li> </ul> </li> <li>Опыт работы с базами данных <ul> <li>Знание PostgreSQL</li> <li>Плюсом будет опыт работы с Amazon RDS для PostgreSQL</li> </ul> </li> <li>Опыт работы с SDK/API (в первую очередь от Facebook и Google)</li> <li>Знание или желание разбираться с работой различных SDK/API <ul> <li>Плюсом будет опыт или знание в InAppPy, Twilio, GeoPy</li> <li>Большим плюсом будет опыт работы со Stripe</li> </ul> </li> </ul> <p>Условия работы:</p> <ul> <li>полностью удаленная работа</li> <li>гибкий график</li> </ul>","https://hh.ru/vacancy/47771732","78","Самара","TRUE","203650","122190"
"2021","101825","2021-09-09","2021-09-09 13:27:25+00","1000","1500","","","Бэкенд программист","47812659","","","USD","2021-09-09 13:27:25+00","2021-09-12 11:13:34.460813+00","https://api.hh.ru/vacancies/47812659?host=hh.ru","Ильин Артем","<p>Компания, разрабатывающая платежную систему, ищет бэкенд-программиста на следующие задачи:</p> <p> </p> <p>- Управление базами данных, шифрование данных</p> <p>- Разработка входных и выходных API подключений</p> <p>- Админка для суперадмина и корпоративных клиентов, работающих через платежную систему</p> <p> </p> <p><strong>Требования</strong>:</p> <p> </p> <p>- Опыт работы с API</p> <p>- Опыт работы с базами данных, их подключение к сторонним программным продуктам</p> <p>- Базовое представление о механике работы платежных агрегаторов и систем</p> <p> </p> <p><strong>Условия</strong>:</p> <p>- Удаленная работа с регулярными встречами</p> <p>- Оплата высокая по результатам собеседования</p>","https://hh.ru/vacancy/47812659","1002","Минск","TRUE","122190","81460"
"2021","95000","2021-11-29","2021-11-29 10:18:59+00","70000","120000","","","Фронтенд-разработчик Vue (удаленная работа)","49423395","","","RUR","2021-11-29 10:18:59+00","2021-12-01 15:04:13.396176+00","https://api.hh.ru/vacancies/49423395?host=hh.ru","Прогрессив Медиа Девелопмент","<p><strong>Progressive Media</strong> приглашает в штат <strong>Frontend-разработчиков</strong> уровня <strong>middle </strong>или <strong>senior </strong>для работы над высоконагруженными eCommerce-проектами.</p> <p>В настоящее время команда ведёт разработку новой архитектуры на Vue.js (Backend разработан на Битрикс-фреймворке (PHP), интегрируется с фронтом через API).</p> <p><strong>Обязанности:</strong></p> <ul> <li>Реализация фронтенда на eCommerce-проекте</li> <li>Интеграция фронтенда (взаимодействие с бэкенд-специалистами)</li> <li>Участие в разработке архитектуры разрабатываемых решений</li> <li>Ведение технической документации по проекту</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Совершенное владение <strong>HTML5</strong>, <strong>CSS3,</strong> знание <strong>JavaScript</strong></li> <li>Обязателен подтвержденный опыт работы с <strong>Vue.js </strong>(и желательно Vuex)</li> <li>Владение <strong>ООП,</strong> знание особенностей поведения браузеров</li> <li>Опыт <strong>адаптивной верстки</strong>, <strong>CSS media queries</strong>, <strong>Bootstrap </strong>4, <strong>Flexbox</strong></li> <li><strong>БЭМ</strong></li> <li>Опыт работы с препроцессорами (<strong>SCSS</strong>) и сборщиками (<strong>gulp, </strong><strong>webpack</strong>)</li> <li>Опыт работы с распределенными системами контроля версий (<strong>GIT</strong>)</li> <li>Основы разработки <strong>REST API</strong></li> </ul> <p><strong><em>Будет плюсом:</em></strong></p> <ul> <li>Глубокое знание <strong>JavaScript</strong></li> <li>Принципы и подходы к разработке архитектуры <strong>SPA</strong>, компонентный подход, опыт разработки SPA</li> <li>Опыт документирования кода</li> </ul> <strong>Условия:</strong> <ul> <li>Возможность работать <strong>удаленно</strong></li> <li><strong>Официальное оформление и белая зарплата</strong></li> <li>Работа в стабильной компании с 14-летней историей - одной из крупнейших на рынке веб-разработки</li> <li><strong>Отлаженные процессы разработки</strong> (Continuous Integration) с использованием системы контроля версий и сервиса деплоймента</li> <li><strong>Грамотные менеджеры с техническим бэкграундом</strong></li> <li>Прозрачная система градации разработчиков с профессиональным, карьерным и финансовым ростом</li> </ul>","https://hh.ru/vacancy/49423395","1","Москва","FALSE","120000","70000"
"2021","125000","2021-12-01","2021-12-01 07:51:39+00","0","250000","1","","Backend developer / Бэкенд разработчик","49493691","","","RUR","2021-12-01 07:51:39+00","2021-12-01 15:07:57.665292+00","https://api.hh.ru/vacancies/49493691?host=hh.ru","Филиппов Сергей","<p>A well-established company in business aviation sales &amp; acquisitions industry is looking for a backend developer to take the leading role in the development and support of a global digital aircraft deal-making platform. The project implies a web application (at the pre-MVP stage) with implementation of tokenization and other blockchain solutions. It is a long running project</p> <p>Good possession of JS/ReactJS/Python/Django, administration of Linux servers is required.</p> <p>Good possession of English is highly desirable.</p>","https://hh.ru/vacancy/49493691","1","Москва","TRUE","250000","0"
"2021","115000","2021-10-12","2021-10-12 08:41:45+00","80000","150000","","","Бэкенд разработчик PHP","48749636","","1","RUR","2021-10-12 08:41:45+00","2021-10-12 15:09:35.294681+00","https://api.hh.ru/vacancies/48749636?host=hh.ru","DeinConsultant","<p><strong>DeinConsultant</strong></p> <p>Компания занимается разработкой лучших решений для самостоятельного создания и продвижения веб-сайтов и онлайн-магазинов. Они оптимизируются под нужды малого и среднего бизнеса, помогая ему стремительно расти, а не просто быть на плаву. DeinConsultant остается всегда на шаг впереди конкурентов, сочетая в своей работе проверенные годами технологии и актуальные тренды веб-разработки.</p> <p><br /></p> <p><strong>Зарплата</strong></p> <p>От 80 000 до 150 000 ₽</p> <p><br /></p> <p><strong>Требуемые навыки</strong></p> <ul> <li>Бэкенд, Средний (Middle) · PHP · MySQL · Git · Symfony · ООП · Nginx</li> <li>Полный рабочий день · удалённо</li> </ul> <p><br /></p> <p><strong>Наши ожидания от кандидата:</strong></p> <ul> <li>опыт работы от 2-х лет</li> <li>уверенное знание PHP 7;</li> <li>знание фреймворка Symfony или Laravel;</li> <li>понимание принципов ООП, Solid, паттернов проектирования;</li> <li>понимание принципов RESTful API;</li> <li>опыт работы с MySQL (написание сложных запросов, оптимизация запросов);</li> <li>опыт работы с системой контроля версий Git;</li> <li>опыт работы в команде (мы используем Jira) и умение разбираться в чужом коде;</li> <li>писать валидный чистый код</li> <li>тестировать свои решения</li> <li>умение самостоятельно решать задачи и быть ответственным за результат</li> <li>базовые знания react, умение работать с jQuery и чистым js на фронтенде</li> <li>владение английским языком на уровне чтения документации и специализированной литературы.</li> </ul> <p><br /></p> <p><strong>Будем плюсом, если у тебя есть опыт</strong><strong>:</strong></p> <ul> <li>работы над проектами со сложной бизнес логикой;</li> <li>с Linux, Nginx, Docker;</li> <li>с Redis, RabbitMQ;</li> <li>работы с Python будет большим плюсом.</li> <li>написания микросервисов на Golang будет большим плюсом;</li> </ul> <p><br /></p> <p><strong>Вам предстоит:</strong></p> <ul> <li>работать в кросс-функциональной команде;</li> <li>поддерживать и создавать сервисы на php;</li> <li>сопровождать полный цикл жизни продукта от проработки архитектуры до деплоя и сопровождения продакшена;</li> <li>работать с БД MySQL</li> </ul> <p><br /></p> <p><strong>Дополнительные инструкции</strong></p> <p>При отклике на вакансию обязательно присылайте своё резюме с контактными данными и желаемой заработной платой (наличие ссылок на гитхаб или примеры кода будут несомненным плюсом)</p> <p><br /></p> <p><strong>При отклике ответьте, пожалуйста, на эти вопросы:</strong></p> <p><br />1. Сколько у вас лет опыта?<br />2. Какая у вас почасовая ставка?<br />3. Какой у вас уровень английского?<br />4. Работали ли вы в команде? Слышали о scrum?<br />5. Есть ли ссылка на актуальный код?</p>","https://hh.ru/vacancy/48749636","1","Москва","TRUE","150000","80000"
"2021","45000","2021-11-23","2021-11-23 10:17:21+00","20000","70000","","","Бэкенд разработчик на Python для Telegram (Backend developer)","49876772","1","1","RUR","2021-11-23 10:17:21+00","2021-11-25 03:09:17.658156+00","https://api.hh.ru/vacancies/49876772?host=hh.ru","Кутафин Николай Витальевич","<p>Если ты хочешь <strong>работать удаленно,</strong> разрабатывая непростые взаимодействия с <strong>Telegram</strong>, автоматизировать процессы, разрабатывать скрипты и алгоритмы для поддержания работоспособности системы, а так же создать сайт занимаясь чисто ядром и Backend-ом - то мы найдем общий язык.<br /><br /><strong>От тебя потребуется:</strong></p> <ul> <li>Написать и развивать систему, позволяющую автоматически отвечать на типовые вопросы пользователей в режиме чата, и передавать вопрос дальше (человеку), если в системе нет нужного ответа.</li> <li>Создать магазин в Telegram.</li> <li>Создать интернет магазин с 0 на Python.</li> <li>Поддерживать и улучшать код системы.</li> <li>Разрабатывать API</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Понимание как разрабатываются чат-боты с 0;</li> <li>Понимать задачи не только в рамках ТЗ;</li> <li><strong>Проверять работу перед её сдачей</strong> - наиважнейший навык;</li> <li>Спокойно объяснять некоторые моменты руководству, в которых у последнего нет полного понимания и требуется объяснить принцип действия;</li> <li>Готовность прикладывать все усилия, необходимые для достижения результата - даже если для этого требуется потратить дополнительное время на изучение чего-то нового.</li> </ul> <strong>Требования к кандидату:</strong> <ul> <li>Отличная практика и работа с Python хотя бы 2 года разработки.<br /><em>где не вас надо учить, а вы сами кого хотите научите;</em></li> <li>PostgreSQL.</li> <li>Навыки написания кода, который соответствует принятым в индустрии стандартам. Код от которого любой другой программист будет в неистовой радости от его чтения и понимания;</li> <li>Опыт работы с сайтами и телеграмм ботами;</li> <li>Опыт работы с API и его разработка.</li> </ul> <ul> </ul> <p><strong>Cтек технологий</strong>:<br />Ключевым является Python, БД PostgreSQL<br />остальное будет исходить из твоего опыта.</p> <strong>Условия:</strong> <ul> <li>Выплата З\П 2 раза в месяц, но возможна и чаще если есть результаты.</li> <li>Местонахождение: Любое, на 100% удаленная работа</li> <li><strong>Быть честным </strong>и не растягивать сроки.</li> <li>Со временем ЗП конечно же может быть и выше 50 т.р.</li> <li>Сейчас она указана на начальных этапах.</li> </ul> <p><br /><em>Все задачи ставятся и согласовываются <strong>с одним руководителем</strong>.<br />Работа на долгие долгие годы с ростом.</em></p>","https://hh.ru/vacancy/49876772","2","Санкт-Петербург","FALSE","70000","20000"
"2020","125000","2020-06-30","2020-06-30 07:11:55+00","100000","150000","","","Фронтенд разработчик/фулстек разработчик","37320176","","","RUR","2020-06-30 07:11:55+00","2020-07-03 06:58:25.814651+00","https://api.hh.ru/vacancies/37320176?host=hh.ru","Скиллфолио","<p><strong>Обязанности:</strong></p> <p>Разработка сервисов тестирования пользователей на различные компетенции.</p> <p>Проект SKILLFOLIO направлен на всестороннюю подготовку людей к быстро меняющимся условиям и требованиям мира.</p> <p>Развивая навыки, мы помогаем формировать успешных, реализованных и счастливых «профессионалов будущего».</p> <p>Ядром проекта является цифровая платформа Skillfolio - платформа построения цифрового профиля талантов, навыков и компетенций, содержит блоки диагностики, построения ИТР, контента и отслеживания прогресса. Выступает в качестве инструмента для работы психологов, педагогов и HR-специалистов, а также личного использования. Используется для целей самоопределения, эмоционального развития и развития гибких компетенций.</p> <p>Заказчиками Скиллфолио являются компании:</p> <p>Правительство г.Москвы, Яндекс, Росэлектроника (Ростех), ВШЭ, Московский Институт Психоанализа, МБШ «Сколково», Финансовый Университет, Сибинтек и другие.</p> <p><strong>Требования:</strong></p> <p><strong>Основные требования:</strong></p> <ul> <li>Опыт фронтенд разработки от 2х лет (html + css + js).</li> <li>Vue.js уверенное владение, понимание vuex, vue-router, хуков, хорошо иметь представление о существующих в экосистеме плагинах;</li> <li>Vanilla JS умение работать с DOM, localStorage, History Api, XmlHttpRequest (можно через абстракции);</li> <li>Знание библиотек, достаточно одной из: jQuery, lodash или underscore;</li> <li>Понимание как работает AJAX;</li> </ul> <p>Плюсами будет:</p> <ul> <li>прохождение интенсивов htmlacademy.ru и javascript.ru</li> <li>знание БЭМ методологии</li> <li>знание и/или опыт работы с React.js, JSX syntax.</li> <li>опыт профилирования</li> <li>опыт написания юнит-тестов</li> <li>любовь к вёрстке</li> </ul> <p><strong>Дополнительные требования:</strong></p> <ul> <li>Понимание как работают реляционные базы данных.</li> <li>Базовое знание синтаксиса PYTHON.</li> </ul> <p>Плюсами будет:</p> <ul> <li>опыт работы с postgresql</li> <li>опыт работы с no-sql базами данных, например MongoDB</li> <li>базовое знание или опыт работы с Django</li> </ul> <strong>Условия:</strong> <p>- работа в офисе (Москва), возможна удаленная работа</p>","https://hh.ru/vacancy/37320176","1","Москва","FALSE","150000","100000"
"2020","135000","2020-07-25","2020-07-25 22:20:10+00","120000","150000","","","Фронтенд-разработчик","32047329","","","RUR","2020-07-25 22:20:10+00","2020-07-26 02:59:26.284796+00","https://api.hh.ru/vacancies/32047329?host=hh.ru","Веб-Мост","<p>ЭлЖур - это IT-компания, разрабатывающая информационную систему учета успеваемости - электронный журнал для школ и электронный дневник для учеников и родителей. Мы стремимся не просто автоматизировать выставление оценок и запись домашних заданий, но и решить повседневные задачи всех участников образовательного процесса, а также наладить связь родителей, учеников с сотрудниками школы.</p> <p>C нами работает <strong>более 2000 школ по всей России</strong>, каждый день они выставляют более 600 тысяч оценок. Среди наших клиентов ведущие школы, гимназии и лицеи РФ: Школа Летово, Школа Сотрудничества, Лицей НИУ ВШЭ, Лицей №1511 при МИФИ, ФизТех Лицей и многие другие.<br /><br /><strong>Мы ищем фронтенд-разработчика.</strong> В его обязанности будут входить следующие задачи: верстка новых компонентов на Vue, переписывание старого кода с Jquery на Vue, поддержка существующего легаси кода, взаимодействие с командой бекенд-разработчиков в процессе разработки, решение различных архитектурных и инфраструктурных задач о стороны фронта.<br /><br />От будущих коллег мы ждем разумной инициативы, желания профессионально развиваться самостоятельно и вместе с командой.<br /><br /><strong>Основные требования к кандидату:</strong></p> <ul> <li>уверенное знание JavaScript (vanilla js ES 6), jQuery;</li> <li>уверенное знание Vue.js, Vue Router, Vuex;</li> <li>умение верстать;</li> <li>минимальное представление о шаблонизаторах (Pug, Twig, Blade, ...), css-препроцессорах (LESS, SASS, Stylus);</li> <li>опыт работы с системами сборки фронтенда – Gulp, Webpack, умение использовать npm;</li> <li>плюсом будет знание TypeScript, знакомство с Node.js;</li> <li>умение разбираться в чужом коде;</li> <li>умение работать в команде;</li> <li>умение читать документацию на английском языке.</li> </ul> <p><strong>Будет плюсом: </strong></p> <ul> <li>опыт использования TypeScript во Vue компонентах;</li> <li>опыт разработки серверной части веб-приложений;</li> <li>представление об архитектуре веб-приложений и уязвимостях в них;</li> <li>кругозор в сфере IT.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Интересная и динамичная работа в стабильной компании с 10-ти летней историей;</li> <li>Офис компании находится в 8 минутах пешком от м. Красносельская/Сокольники, бизнес-центр класса B+;</li> <li>Официальное оформление;</li> <li>Отдельный опенспейс для разработчиков ~120м2;</li> <li>Полный рабочий день в офисе (начало рабочего дня с 8 до 11 часов, обед в середине дня);</li> <li>Испытательный срок не более двух месяцев.</li> </ul>","https://hh.ru/vacancy/32047329","1","Москва","FALSE","150000","120000"
"2020","100000","2020-04-29","2020-04-29 13:55:33+00","80000","120000","","","Фронтенд-разработчик / верстальщик","36651370","","","RUR","2020-04-29 13:55:33+00","2020-04-30 06:58:24.797337+00","https://api.hh.ru/vacancies/36651370?host=hh.ru","Плотников Виталий Геннадьевич","<p>Хороший фронт? Ищешь удаленную работу в это сложное время? Приходи к нам! У нас интересный проект и замечательный коллектив. Один момент, надо обязательно знать Knockout.js Уровень загрузки - фултайм или 40+ часов в неделю.</p> <p><strong>Обязанности:</strong></p> <ul> <li>фронтенд разработка на Knockout.js</li> </ul> <strong>Требования:</strong> <ul> <li>знание Knockout.js и опыт работы с ним</li> <li>аккуратная разработка</li> <li>умение работать в команде</li> <li>умение грамотно и доходчиво общаться с коллегами</li> </ul> <strong>Условия:</strong> <ul> <li>удаленная работа</li> <li>еженедельная оплата</li> <li>интересный проект, сплоченная команда, адекватные руководители</li> </ul>","https://hh.ru/vacancy/36651370","1","Москва","FALSE","120000","80000"
"2020","140000","2020-06-02","2020-06-02 19:35:12+00","80000","200000","","","Бэкенд-разработчик в биоинформатические проекты","37315089","","","RUR","2020-06-02 19:35:12+00","2020-06-02 23:00:39.642962+00","https://api.hh.ru/vacancies/37315089?host=hh.ru","Лаборатория геномной инженерии МФТИ","<strong>Обязанности:</strong> <p>Приглашаем в Лабораторию геномной инженерии МФТИ <strong>бэкенд-разработчика</strong> в проекты по созданию информационных систем с биоинформатической составляющей. Лаборатория геномной инженерии это научно-образовательное объединение, созданное для трансляции технологий редактирования генома (технологии, основанные на системе CRISPR) в научно-прикладные проекты.</p> <p>В лаборатории ведутся работы по редактированию стволовых и соматических клеток человека с целью создания терапий раковых, аутоиммунных и инфекционных заболеваний и разрабатывают технологические платформы редактирования генома животных и растений, например, создание животных и растений устойчивых к патогенам вирусной и бактериальной природы. В ряде проектов применяются биоинформатические методы и методы машинного обучения для решения задач интерпретации, кластеризации, классификации, семантической сегментации и понижения размерности биологических и медицинских данных.</p> <p>Мы ищем<strong> бэкенд-разработчика</strong> на постоянную занятость в наши проекты, связанные с хранением и анализом больших объемов биомедицинских данных. Приветствуется опыт в области биоинформатики и машинного обучения, а также интерес к биомедицинскому домену.</p> <p>Работа в лаборатории несколько отличается от работы в IT-компании: с одной стороны, это множество интересных и новых задач, с другой — это относительно частая смена направления и менее формализованный итеративный процесс разработки.<br /></p> <p><strong>Нашему коллеге предстоит:</strong></p> <ul> <li>Разрабатывать решения по анализу генетических и медицинских данных</li> <li>Участвовать в проектировании модели данных и API</li> <li>Покрывать код тестами</li> <li>Описывать полученные результаты</li> </ul> <strong>Требования:</strong>​​​​​​​ <ul> <li>Опыт работы бэкенд разработчиком 1-3 года</li> </ul> <ul> <li>Знание python</li> <li>Умение писать запросы в PostgreSQL</li> <li>Понимание git</li> <li>Опыт работы с docker</li> <li>Английский язык не ниже Intermediate</li> <li><strong>Будет плюсом знание:</strong></li> <li>java</li> <li>k8s</li> <li>шаблонов проектирования</li> <li>методов управления проектами</li> </ul> <strong>Условия:</strong> <p>Полная занятость.</p> <p>Оплата: 80 000,00- 200 000,00 </p> <p>Оформление согласно ТК РФ</p> <p>Лаборатория находится в Долгопрудном, в кампусе Физтеха. Мы будем рады как недавним выпускникам профильных ВУЗов, так и более опытным кандидатам.</p> <p> </p>","https://hh.ru/vacancy/37315089","1","Москва","TRUE","200000","80000"
"2020","90000","2020-05-26","2020-05-26 07:30:15+00","80000","100000","","","Full-stack разработчик (Python / фронтенд-разработка)","36846126","","","RUR","2020-05-26 07:30:15+00","2020-05-27 18:58:42.734573+00","https://api.hh.ru/vacancies/36846126?host=hh.ru","Концерн радиостроения Вега, АО, Филиал в г. Санкт-Петербург","<p><strong>Обязанности:</strong></p> <ul> <li>копаться в чужом коде</li> <li>писать с нуля чистый код (ООП)</li> <li>уметь оптимизировать код, настраивать кеширование</li> <li>уметь работать с API различных сервисов</li> <li>разбираться в вёрстке и шаблонах</li> <li>большой плюс, если есть опыт работы с highload (например, 500 запросов в секунду)</li> </ul> <p><strong>Что должны знать:</strong></p> <ul> <li>профессиональное владение Python и JavaScript</li> <li>опыт разработки на любом Python фреймворке: Django, Flask</li> <li>понимание процессов сборки и деплоя, миграций</li> <li>Memcached, Redis</li> <li>HTML5, CSS и JS в чистом виде</li> <li>MongoDB, PostgreSQL</li> <li>уверенный опыт Bootstrap, jQuery</li> <li>Git, SVN</li> <li>базовый Unix (crontab, curl, ps, grep, top, vi, tail, head, pgrep, netstat, scp, rsync, ssh, mv, mc, meld)</li> <li>Nginx - умение настраивать и оптимизировать</li> <li>опыт разработки на Angular2+, NodeJS, Knockout.js (хоть какой-то).</li> <li>опыт разработки клиент-серверных приложений</li> <li>опыт работы с WebSocket и long-polling</li> <li>опыт реализации REST API</li> <li>возможность показать пример кода на GitLab или GitHub</li> <li>опыт интеграции по API с внешними источниками</li> <li>общий стаж работы на соответствующей должности от 2 лет</li> <li>опыт работы с фронтенд-шаблонизаторами</li> </ul> <p><strong>​​​​​​​​​​​​​​​​​​​​​</strong><strong>Условия</strong>:</p> <ul> <li>Крупная государственная компания, подразделение Ростеха</li> <li>Интересная, многоплановая работа в больших проектах</li> <li>Работа в офисе в 15 минутах от м. Петроградская</li> <li>Молодой дружный коллектив</li> <li>Регулярное обучение и участие в семинарах и конференциях за счет компании</li> <li>Стабильная, конкурентная зарплата и карьерный рост, помощь в профессиональном и научном росте</li> <li>ДМС</li> <li>Оформление по ТК</li> <li>Полностью «белая» заработная плата</li> <li>Возможно предоставление гибкого графика работ</li> </ul>","https://hh.ru/vacancy/36846126","2","Санкт-Петербург","FALSE","100000","80000"
"2021","125000","2021-11-30","2021-11-30 14:03:20+00","100000","150000","","","Фронтенд-разработчик (React)","50079266","","","RUR","2021-11-30 14:03:20+00","2021-12-01 15:15:03.955203+00","https://api.hh.ru/vacancies/50079266?host=hh.ru","Студия 15","<p>Студия 15 в поисках фронтенд-разработчика на полную занятость в распределенную команду.</p> <p>После интервью оплачиваемый испытательный срок на 1-2 недели с частичной занятостью. Сделаем 2-3 задачи в нашем проекте и оперативно примем решение о сотрудничестве. Гибко для совмещения с текущей работой.</p> <p>Занимаемся разработкой сайтов и веб-приложений. Выполняем полный комплекс работ над продуктом от аналитики до продакшена. Проекты крупные, длительные, со сложной функциональностью, которую создаем с нуля специально под клиента.</p> <p>На рынке более 15 лет, и пять из них работаем распределенной командой. Процессы построены для комфортной, удалённой работы с простой коммуникацией и отсутствием бюрократии.</p> <p><strong>О задачах и навыках</strong></p> <p>На позиции фронтенд-разработчика вам предстоит выполнять следующие задачи:</p> <ul> <li>Верстать интерфейсы различного уровня сложности с обеспечением адаптивности, доступности и кроссбраузерности. Это могут быть посадочные страницы, интернет-магазины с большим количеством элементов и интерактива, административные системы на готовых UI-библиотеках или функциональные веб-приложения.</li> <li>Программировать визуальный интерактив интерфейсов и клиентскую логику работы приложения с использованием JavaScript или TypeScript. Разрабатывать приложения с архитектурой SSR или SPA, используя чистый React с прилегающим стеком инструментов или фреймворк Next.</li> </ul> <p>Чтобы уверенно чувствовать себя на наших проектах, необходимы следующие навыки и опыт:</p> <ul> <li>Владение стеком HTML, CSS, JavaScript или TypeScript, React или Next.</li> <li>Знание русского языка для ведения устной и письменной коммуникации.</li> <li>Опыт коммерческой разработки в команде. Сразу после курсов не получится, т.к. кругозора для эффективного решения задач будет не хватать.</li> </ul> <p><strong>Об условиях</strong></p> <ul> <li>Официальное трудоустройство с оплатой два раза в месяц.</li> <li>Пятидневная рабочая неделя с гибким графиком. Работаем с 9 по Мск.</li> <li>Каждые шесть месяцев индексация заработной платы и возможность карьерного роста.</li> </ul> <p><strong>Как откликнуться на вакансию</strong></p> <p>Пожалуйста, напишите небольшое, сопроводительное письмо. В письме кратко расскажите о проектах с релевантными технологиями и ваших задачах. Будет здорово, если сможете показать примеры исходного кода.</p> <p>Зададим уточняющие вопросы по резюме в письменном виде, затем проведем интервью, где расскажем о себе, обсудим опыт в проектах и технологиях.</p> <p>После интервью оплачиваемый испытательный срок на 1-2 недели с частичной занятостью. Сделаем 2-3 задачи в нашем проекте и оперативно примем решение о сотрудничестве. Гибко для совмещения с текущей работой.</p> <p> </p>","https://hh.ru/vacancy/50079266","90","Томск","FALSE","150000","100000"
